,s,t,method,hash,k,cost,factor,portfolio,infos
78,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,66.0099261096412,1.017662834113428,[a128-23-55-63-142-46;a128-73-71-14-12-142-46],[66.948;;85.491]
79,32,41,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,1,66.94754447521066,1.0321179232107458,[a128-23-55-63-142-46],[+3.21%]
80,32,41,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,1,66.94754447521066,1.0321179232107456,[a128-23-55-63-142-46],[+3.21% | f=0.552]
81,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,66.94754447521066,,[a128-23-55-63-142-46],[66.948]
82,32,41,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,66.94754447521066,1.0321179232107456,[a128-23-55-63-142-46],[66.948]
83,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,66.94754447521066,,[a128-23-55-63-142-46],[66.948]
84,32,41,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,66.94754447521066,1.0321179232107456,[a128-23-55-63-142-46],[66.948]
85,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,66.94754447521066,,[a128-23-55-63-142-46],[66.948]
86,32,41,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,66.94754447521066,1.0321179232107456,[a128-23-55-63-142-46],[66.948]
87,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,66.94754447521066,,[a128-23-55-63-142-46],[66.948]
88,32,41,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,66.94754447521066,1.0321179232107456,[a128-23-55-63-142-46],[66.948]
89,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,66.94754447521066,,[a128-23-55-63-142-46],[66.948]
90,32,41,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,66.94754447521066,1.0321179232107456,[a128-23-55-63-142-46],[66.948]
91,25,30,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,8,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05%;;+0.00%]
92,25,30,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,8,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05% | f=0.992;;+0.00% | f=0.008]
93,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193;;49.553;;52.031;;54.632;;57.364;;60.232]
94,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;47.086;;51.795;;56.974;;62.672;;68.939;;72.061;;78.699]
95,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;51.367;;61.640;;71.357;;79.559;;92.337;;103.522;;120.466]
96,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;55.647;;70.742;;80.544;;102.627;;118.568;;151.436;;177.565]
97,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a95-128-23-55-125-62-60-123-0-39-102],[42.806;;59.928;;75.110;;96.583;;122.911;;160.075;;206.878;;252.527]
98,25,30,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,7,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05%;;+0.00%]
99,25,30,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,7,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05% | f=0.992;;+0.00% | f=0.008]
100,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193;;49.553;;52.031;;54.632;;57.364]
101,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193;;49.553;;52.031;;54.632;;57.364]
102,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;47.086;;51.795;;56.974;;62.672;;68.939;;72.061]
103,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;47.086;;51.795;;56.974;;62.672;;68.939;;72.061]
104,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;51.367;;61.640;;71.357;;79.559;;92.337;;103.522]
105,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;51.367;;61.640;;71.357;;79.559;;92.337;;103.522]
106,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;55.647;;70.742;;80.544;;102.627;;118.568;;151.436]
107,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;55.647;;70.742;;80.544;;102.627;;118.568;;151.436]
108,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;59.928;;75.110;;96.583;;122.911;;160.075;;206.878]
109,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;59.928;;75.110;;96.583;;122.911;;160.075;;206.878]
110,25,30,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,6,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05%;;+0.00%]
111,25,30,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,6,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05% | f=0.992;;+0.00% | f=0.008]
112,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193;;49.553;;52.031;;54.632]
113,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193;;49.553;;52.031;;54.632]
114,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;47.086;;51.795;;56.974;;62.672;;68.939]
115,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;47.086;;51.795;;56.974;;62.672;;68.939]
116,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;51.367;;61.640;;71.357;;79.559;;92.337]
117,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;51.367;;61.640;;71.357;;79.559;;92.337]
118,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;55.647;;70.742;;80.544;;102.627;;118.568]
119,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;55.647;;70.742;;80.544;;102.627;;118.568]
120,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;59.928;;75.110;;96.583;;122.911;;160.075]
121,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;59.928;;75.110;;96.583;;122.911;;160.075]
122,25,30,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,5,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05%;;+0.00%]
123,25,30,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,5,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05% | f=0.992;;+0.00% | f=0.008]
124,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193;;49.553;;52.031]
125,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193;;49.553;;52.031]
126,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;47.086;;51.795;;56.974;;62.672]
127,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;47.086;;51.795;;56.974;;62.672]
128,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;51.367;;61.640;;71.357;;79.559]
129,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;51.367;;61.640;;71.357;;79.559]
130,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;55.647;;70.742;;80.544;;102.627]
131,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;55.647;;70.742;;80.544;;102.627]
132,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;59.928;;75.110;;96.583;;122.911]
133,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;59.928;;75.110;;96.583;;122.911]
134,25,30,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,4,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05%;;+0.00%]
135,25,30,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,4,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05% | f=0.992;;+0.00% | f=0.008]
136,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193;;49.553]
137,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193;;49.553]
138,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;47.086;;51.795;;56.974]
139,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;47.086;;51.795;;56.974]
140,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;51.367;;61.640;;71.357]
141,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;51.367;;61.640;;71.357]
142,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;55.647;;70.742;;80.544]
143,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;55.647;;70.742;;80.544]
144,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;59.928;;75.110;;96.583]
145,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102;a93-133-0-39-102],[42.806;;59.928;;75.110;;96.583]
146,25,30,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,3,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05%;;+0.00%]
147,25,30,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,3,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05% | f=0.992;;+0.00% | f=0.008]
148,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193]
149,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946;;47.193]
150,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;47.086;;51.795]
151,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;47.086;;51.795]
152,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;51.367;;61.640]
153,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102;a93-133-0-39-102],[42.806;;51.367;;61.640]
154,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;55.647;;70.742]
155,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;55.647;;70.742]
156,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,42.783152160495376,,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;59.928;;75.110]
157,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,42.783152160495376,1.0,[a93-133-0-39-102;a93-133-0-39-102;a93-81-121-58-102],[42.806;;59.928;;75.110]
158,25,30,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,2,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05%;;+0.00%]
159,25,30,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,2,42.783152160495376,1.0,[a93-133-0-39-102;a93-81-121-58-102],[+0.05% | f=0.992;;+0.00% | f=0.008]
160,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946]
161,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102],[42.806;;44.946]
162,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102],[42.806;;47.086]
163,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102],[42.806;;47.086]
164,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102],[42.806;;51.367]
165,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102],[42.806;;51.367]
166,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102],[42.806;;55.647]
167,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102],[42.806;;55.647]
168,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,42.80565263818519,,[a93-133-0-39-102;a93-133-0-39-102],[42.806;;59.928]
169,25,30,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,42.80565263818519,1.000525919118942,[a93-133-0-39-102;a93-133-0-39-102],[42.806;;59.928]
170,25,30,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,1,42.80565263818519,1.000525919118942,[a93-133-0-39-102],[+0.05%]
171,25,30,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,1,42.80565263818519,1.000525919118942,[a93-133-0-39-102],[+0.05% | f=0.992]
172,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,42.80565263818519,,[a93-133-0-39-102],[42.806]
173,25,30,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,42.80565263818519,1.000525919118942,[a93-133-0-39-102],[42.806]
174,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,42.80565263818519,,[a93-133-0-39-102],[42.806]
175,25,30,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,42.80565263818519,1.000525919118942,[a93-133-0-39-102],[42.806]
176,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,42.80565263818519,,[a93-133-0-39-102],[42.806]
177,25,30,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,42.80565263818519,1.000525919118942,[a93-133-0-39-102],[42.806]
178,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,42.80565263818519,,[a93-133-0-39-102],[42.806]
179,25,30,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,42.80565263818519,1.000525919118942,[a93-133-0-39-102],[42.806]
